Time (s),ECG (mV)
0.41600000000000004,0.14154279057123373
0.418,0.14056345234869017
0.42,0.1395043257870404
0.422,0.13836569987964886
0.424,0.13714796562485465
0.426,0.13585161568792245
0.428,0.13447724392004798
0.43,0.13302554473506598
0.432,0.13149731234471182
0.434,0.12989343985348734
0.436,0.12821491821438244
0.438,0.1264628350468997
0.44,0.12463837331902584
0.442,0.1227428098949874
0.444,0.12077751395081715
0.446,0.11874394525994626
0.448,0.11664365235122194
0.45,0.11447827054193098
0.452,0.11224951984858732
0.454,0.10995920277841478
0.456,0.10760920200462648
0.458,0.1052014779287661
0.46,0.1027380661335377
0.462,0.10022107472970648
0.464,0.09765268160080046
0.466,0.09503513154949278
0.468,0.09237073334967993
0.47000000000000003,0.08966185670840668
0.47200000000000003,0.08691092914191731
0.47400000000000003,0.08412043277023229
0.47600000000000003,0.08129290103476822
0.47800000000000004,0.07843091534362569
0.48,0.07553710164927321
0.482,0.07261412696345206
0.484,0.06966469581421525
0.486,0.06669154665009544
0.488,0.06369744819647395
0.49,0.06068519576928691
0.492,0.05765760755127053
0.494,0.05461752083599566
0.496,0.05156778824498972
0.498,0.0485112739232832
0.5,0.045450849718747396
0.502,0.04238939135061161
0.504,0.03932977457256713
0.506,0.036274871335870124
0.508,0.033227545957854876
0.51,0.030190651301265237
0.512,0.027167024969792095
0.514,0.024159485525183856
0.516,0.021170828731267
0.518,0.01820382383017463
0.52,0.015261209856033674
0.522,0.012345691991311827
0.524,0.009459937970961951
0.526,0.006606574539433309
0.528,0.003788183965547526
0.53,0.0010073006201509506
0.532,-0.001733592378632503
0.534,-0.0044320664478182704
0.536,-0.007085750745023576
0.538,-0.009692335292458831
0.54,-0.012249574015046973
0.542,-0.014755287688392162
0.544,-0.01720736679244813
0.546,-0.01960377426686744
0.548,-0.02194254816415623
0.55,-0.02422180419690178
0.552,-0.026439738175490557
0.554,-0.02859462833289151
0.556,-0.03068483753323801
0.558,-0.03270881536110774
0.56,-0.03466510008856902
0.562,-0.03655232051723569
0.5640000000000001,-0.03836919769274967
0.5660000000000001,-0.04011454648929204
0.5680000000000001,-0.04178727706190744
0.5700000000000001,-0.04338639616461501
0.5720000000000001,-0.044911008332468534
0.5740000000000001,-0.046360316925922546
0.5760000000000001,-0.047733625036056215
0.578,-0.04903033624940424
0.58,-0.05024995527134404
0.582,-0.05139208840718731
0.584,-0.052456443900329
0.586,-0.053442832127007234
0.588,-0.05435116564743183
0.59,-0.05518145911324359
0.592,-0.05593382903146991
0.594,-0.05660849338534568
0.596,-0.057205771112572745
0.598,-0.05772608144179144
0.6,-0.05816994308824121
0.602,-0.05853797330978608
0.604,-0.058830886824678366
0.606,-0.059049494592631015
0.608,-0.05919470246096316
0.61,-0.05926750967777362
0.612,-0.059269007274287196
0.614,-0.0592003763187038
0.616,-0.0590628860440611
0.618,-0.05885789185280349
0.62,-0.058586833200921895
0.622,-0.05825123136470073
0.624,-0.05785268709327612
0.626,-0.05739287815036955
0.628,-0.05687355674871862
0.63,-0.056296546880880885
0.632,-0.055663741550229615
0.634,-0.05497709990610598
0.636,-0.054238644287225614
0.638,-0.053450457177566996
0.64,-0.052614678079095964
0.642,-0.05173350030579562
0.644,-0.05080916770358272
0.646,-0.04984397130079908
0.648,-0.04884024589406151
0.65,-0.047800366574346845
0.652,-0.04672674519827387
0.654,-0.04562182680962028
0.656,-0.044488086016182586
0.658,-0.043328023327152146
0.66,-0.04214416145623468
0.662,-0.040939041595787665
0.664,-0.03971521966729402
0.666,-0.03847526255352168
0.668,-0.03722174431774255
0.67,-0.03595724241540693
0.672,-0.03468433390367569
0.674,-0.03340559165421587
0.676,-0.032123580574662615
0.678,-0.030840853844134954
0.68,-0.02955994916817291
0.682,-0.028283385058437385
0.684,-0.027013657142476822
0.686,-0.02575323450882034
0.6880000000000001,-0.024504556092610312
0.6900000000000001,-0.023270027106925873
0.6920000000000001,-0.022052015524883253
0.6940000000000001,-0.02085284861752983
0.6960000000000001,-0.019674809552465266
0.6980000000000001,-0.018520134058037263
0.7000000000000001,-0.01739100715786789
0.7020000000000001,-0.016289559980363657
0.704,-0.015217866647755252
0.706,-0.01417794124910235
0.708,-0.013171734901576294
0.71,-0.012201132904207466
0.712,-0.01126795198815483
0.714,-0.01037393766741505
0.716,-0.009520761693745935
0.718,-0.008710019619431419
0.72,-0.007943228471360503
0.722,-0.007221824539733624
0.724,-0.0065471612845481725
0.726,-0.005920507362845464
0.728,-0.005343044779529363
0.73,-0.004815867164392286
0.732,-0.00433997817780285
0.734,-0.003916290047326094
0.736,-0.0035456222373622497
0.738,-0.0032287002536988928
0.74,-0.002966154584679439
0.742,-0.0027585197804970915
0.744,-0.0026062336719257957
0.746,-0.002509636729601042
0.748,-0.002468971564763993
0.75,-0.0024843825721798905
0.752,-0.0025559157157397823
0.754,-0.0026835184570511185
0.756,-0.0028670398271192256
0.758,-0.0031062306410175496
0.76,-0.0034007438552413026
0.762,-0.003750135067235299
0.764,-0.0041538631563851
0.766,-0.004611291065557899
0.768,-0.005121686722080399
0.77,-0.00568422409684214
0.772,-0.006297984400014785
0.774,-0.006961957411685201
0.776,-0.00767504294550642
0.778,-0.008436052443281411
0.78,-0.00924371069820834
0.782,-0.010096657704332896
0.784,-0.010993450629572264
0.786,-0.011932565909500342
0.788,-0.01291240145891195
0.79,-0.013931278998014253
0.792,-0.014987446489931906
0.794,-0.016079080686053772
0.796,-0.017204289775593348
0.798,-0.01836111613558893
0.8,-0.019547539177425327
0.802,-0.020761478285820492
0.804,-0.02200079584608935
0.806,-0.023263300355372645
0.808,-0.024546749613394935
0.81,-0.02584885398820642
0.812,-0.027167279752254848
0.8140000000000001,-0.028499652484031135
0.8160000000000001,-0.029843560530443475
0.8180000000000001,-0.031196558524982557
0.8200000000000001,-0.032556170956664576
0.8220000000000001,-0.03391989578466553
0.8240000000000001,-0.03528520809349257
0.8260000000000001,-0.03664956378348279
0.8280000000000001,-0.038010403291368886
0.8300000000000001,-0.03936515533560586
0.8320000000000001,-0.04071124068111895
0.834,-0.04204607591810634
0.836,-0.043367077249505885
0.838,-0.044671664281725955
0.84,-0.04595726381323325
0.842,-0.047221313615595714
0.844,-0.048461266201584335
0.846,-0.04967459257496036
0.848,-0.05085878595659807
0.85,-0.0520113654816253
0.852,-0.05312987986230711
0.854,-0.05421191101144379
0.856,-0.05525507762111295
0.858,-0.056257038691645736
0.86,-0.05721549700579773
0.862,-0.05812820254315641
0.864,-0.05899295582990649
0.866,-0.05980761121916756
0.868,-0.06057008009721973
0.87,-0.06127833401103421
0.872,-0.061930407712637095
0.874,-0.06252440211595661
0.876,-0.063058487161924
0.878,-0.06353090458772773
0.88,-0.06393997059626241
0.882,-0.06428407842194797
0.884,-0.06456170078924524
0.886,-0.06477139226034731
0.888,-0.06491179146868103
0.89,-0.06498162323501436
0.892,-0.06497970056313469
0.894,-0.06490492651223265
0.896,-0.06475629594329763
0.898,-0.06453289713701707
0.9,-0.0642339132808466
0.902,-0.06385862382310768
0.904,-0.06340640569215769
0.906,-0.06287673437886787
0.908,-0.06226918488083873
0.91,-0.06158343250697963
0.912,-0.06081925354127622
0.914,-0.05997652576476955
0.916,-0.05905522883497254
0.918,-0.05805544452215153
0.92,-0.05697735680210259
0.922,-0.055821251805257904
0.924,-0.05458751762216024
0.926,-0.05327664396554735
0.928,-0.05188922168949239
0.93,-0.05042594216624845
0.932,-0.048887596521648397
0.934,-0.04727507473011029
0.936,-0.04558936457050032
0.9380000000000001,-0.04383155044430029
0.9400000000000001,-0.04200281205772365
0.9420000000000001,-0.040104422969616964
0.9440000000000001,-0.03813774900717353
0.9460000000000001,-0.036104246551675115
0.9480000000000001,-0.03400546069666007
0.9500000000000001,-0.03184302328109862
0.9520000000000001,-0.029618650800334254
0.9540000000000001,-0.027334142197721952
0.9560000000000001,-0.02499137654006329
0.9580000000000001,-0.022592310580106884
0.96,-0.020138976209537703
0.962,-0.017633477806037783
0.964,-0.015077989478151841
0.966,-0.01247475221183333
0.968,-0.009826070922688012
0.97,-0.0071343114180656385
0.972,-0.004401897273280161
0.974,-0.0016313066263564553
0.976,0.0011749311041795475
0.978,0.004014238573838799
0.98,0.006883993934311553
0.982,0.00978153431838735
0.984,0.012704159382738285
0.986,0.01564913490357271
0.988,0.018613696420087526
0.99,0.02159505292057891
0.992,0.02459039056601548
0.994,0.0275968764458206
0.996,0.030611662360563147
0.998,0.033631888626225195
1.0,0.036654687894677206
1.002,0.039677188984969594
1.004,0.04269652072003877
1.006,0.045709815763413125
1.008,0.04871421445050443
1.01,0.05170686860908274
1.012,0.05468494536354372
1.014,0.057645630917598945
1.016,0.06058613431005748
1.018,0.06350369113839852
1.02,0.06639556724488113
1.022,0.06925906235999571
1.024,0.07209151369811663
1.026,0.07489029950028432
1.028,0.07765284251912405
1.03,0.08037661344098691
1.032,0.08305913424048642
1.034,0.08569798146270659
1.036,0.0882907894284537
1.038,0.09083525335803419
1.04,0.0933291324091611
1.042,0.09577025262470865
1.044,0.09815650978616328
1.046,0.10048587216875689
1.048,0.1027563831944034
1.05,0.10496616397870642
1.052,0.10711341576845693
1.054,0.1091964222661953
1.056,0.11121355183856989
1.058,0.11316325960539333
1.06,0.11504408940646425
1.062,0.11685467564339527
1.064,0.11859374499386886
1.066,0.12026011799592017
1.068,0.12185271050003206
1.07,0.12337053498701539
1.072,0.12481270174983804
1.074,0.1261784199377583
1.076,0.12746699846131537
1.078,0.12867784675692573
1.08,0.12981047541003435
1.082,0.13086449663597027
1.084,0.13183962461785764
1.086,0.1327356757011372
1.088,0.13355256844445512
1.09,0.1342903235268818
1.092,0.13494906351162625
1.094,0.13552901246661428
1.096,0.13603049544250462
1.098,0.13645393780891624
1.1,0.13679986444984407
1.102,0.13706889881943757
1.104,0.13726176185951805
1.106,0.13737927078040305
1.108,0.13742233770680262
1.11,0.13739196819074365
1.112,0.1372892595936656
1.114,0.13711539934001749
1.116,0.13687166304486942
1.118,0.13655941251822784
1.12,0.1361800936489212
1.122,0.1357352341710928
1.124,0.13522644131650338
1.1260000000000001,0.1346553993560081
1.1280000000000001,0.13402386703373037
1.1300000000000001,0.13333367489760795
1.1320000000000001,0.1325867225301303
1.1340000000000001,0.1317849756832306
1.1360000000000001,0.130930463321433
1.1380000000000001,0.13002527457747998
1.1400000000000001,0.1290715556247947
1.1420000000000001,0.12807150647124943
1.1440000000000001,0.12702737767881875
1.1460000000000001,0.12594146701380654
1.1480000000000001,0.1248161160324325
1.1500000000000001,0.12365370660665198
1.1520000000000001,0.12245665739517145
1.154,0.12122742026470028
1.156,0.11996847666654231
1.158,0.11868233397370588
1.16,0.11737152178375379
1.162,0.1160385881926721
1.164,0.11468609604507521
1.166,0.11331661916609437
1.168,0.11193273858032633
1.17,0.11053703872323734
1.172,0.10913210365042258
1.174,0.10772051325012977
1.176,0.10630483946444894
1.178,0.10488764252455418
1.18,0.10347146720536683
1.182,0.10205883910498198
1.184,0.10065226095415923
1.186,0.09925420896114087
1.188,0.09786712919700931
1.19,0.09649343402673338
1.192,0.0951354985909923
1.194,0.09379565734379323
1.196,0.09247620065081405
1.198,0.09117937145332128
1.2,0.08990736200241871
1.202,0.08866231066827787
1.204,0.0874462988288988
1.206,0.08626134784283618
1.208,0.08510941611020095
1.21,0.08399239622612797
1.212,0.08291211223076524
1.214,0.08187031695970187
1.216,0.08086868949861005
1.218,0.07990883274572913
1.22,0.07899227108566219
1.222,0.07812044817780049
1.224,0.07729472486252684
1.226,0.07651637718817961
1.228,0.07578659456158843
1.23,0.07510647802481756
1.232,0.07447703866056961
1.234,0.07389919612852242
1.236,0.07337377733468409
1.238,0.07290151523566113
1.24,0.07248304777954259
1.242,0.07211891698491002
1.244,0.07180956815928358
1.246,0.07155534925811834
1.248,0.07135651038526361
1.25,0.07121320343559644
1.252,0.0711254818803381
1.254,0.07109330069535975
1.256,0.0711165164325786
1.258,0.07119488743434266
1.26,0.07132807419049916
1.262,0.07151563983763683
1.264,0.07175705079979133
1.266,0.07205167756970099
1.268,0.07239879562949862
1.27,0.07279758650952932
1.272,0.07324713898378446
1.274,0.07374645040024871
1.276,0.07429442814426533
1.278,0.07488989123283495
1.28,0.0755315720375746
1.282,0.07621811813388468
1.284,0.0769480942736878
1.286,0.0777199844789283
1.288,0.07853219425285095
1.29,0.07938305290590769
1.292,0.0802708159929775
1.294,0.08119366785842731
1.296,0.08214972428538904
1.298,0.08313703524547368
1.3,0.08415358774500888
1.302,0.08519730876374128
1.304,0.08626606828181616
1.306,0.08735768239072121
1.308,0.08846991648376201
1.31,0.08960048852151944
1.312,0.09074707236763731
1.314,0.09190730119018675
1.316,0.093078770923755
1.318,0.09425904378732898
1.32,0.09544565185295623
1.322,0.09663610066009568
1.324,0.09782787287050726
1.326,0.09901843195847064
1.328,0.10020522593106684
1.33,0.10138569107322512
1.332,0.10255725571219133
1.334,0.10371734399604765
1.336,0.10486337968090084
1.338,0.10599278992133304
1.34,0.10710300905871037
1.342,0.10819148240194554
1.344,0.10925566999532309
1.346,0.11029305036800655
1.348,0.11130112425988375
1.35,0.11227741831843122
1.352,0.1132194887613186
1.354,0.11412492499953203
1.356,0.11499135321583943
1.358,0.11581643989349039
1.36,0.11659789529011272
1.362,0.11733347685184561
1.364,0.11802099256282896
1.366,0.11865830422526873
1.368,0.11924333066539
1.37,0.1197740508606924
1.372,0.12024850698404421
1.374,0.12066480736025693
1.3760000000000001,0.12102112933091475
1.3780000000000001,0.12131572202335886
1.3800000000000001,0.12154690901986687
1.3820000000000001,0.12171309092320098
1.3840000000000001,0.12181274781485622
1.3860000000000001,0.12184444160248409
1.3880000000000001,0.1218068182531244
1.3900000000000001,0.12169860990904798
1.3920000000000001,0.1215186368831676
1.3940000000000001,0.1212658095311562
1.3960000000000001,0.12093912999757743
1.3980000000000001,0.12053769383352145
1.4000000000000001,0.12006069148340998
1.4020000000000001,0.1195074096388319
1.4040000000000001,0.11887723245745153
1.4060000000000001,0.1181696426452237
1.408,0.11738422240034986
1.41,0.11652065421759594
1.412,0.11557872155180186
1.414,0.11455830933960096
1.416,0.11345940437857974
1.418,0.11228209556330068
1.42,0.11102657397782392
1.422,0.10969313284455674
1.424,0.10828216732947431
1.426,0.10679417420394938
1.428,0.10522975136363966
1.43,0.10358959720508085
1.432,0.10187450986083364
1.434,0.10008538629423994
1.436,0.09822322125503459
1.438,0.09628910609726536
1.44,0.09428422746115928
1.442,0.09220986582077866
1.444,0.09006739389948712
1.446,0.0878582749554466
1.448,0.08558406093954046
1.45,0.08324639052830582
1.452,0.08084698703463204
1.454,0.07838765619915661
1.456,0.07587028386546125
1.458,0.07329683354232988
1.46,0.07066934385650152
1.462,0.06798992589949196
1.464,0.0652607604722228
1.466,0.06248409523133109
1.468,0.059662241741178346
1.47,0.05679757243570892
1.472,0.05389251749443595
1.474,0.05094956163695768
1.476,0.04797124084051556
1.478,0.04496013898522748
1.48,0.04191888443171561
1.482,0.038850146535959855
1.484,0.035756632106286906
1.486,0.032641081807491465
1.488,0.02950626651715999
1.49,0.026354983639335448
1.492,0.023190053380723157
1.494,0.020014314994686193
1.496,0.01683062299833564
1.498,0.013641843368042755
1.5,0.010450849718747462
1.502,0.007260519472448804
1.504,0.004073730021284008
1.506,0.0008933548906087012
1.508,-0.002277740092508968
1.51,-0.005436700619973769
1.512,-0.00858068770714272
1.514,-0.01170688147572398
1.516,-0.014812484909768076
1.518,-0.017894727579446257
1.52,-0.020950869327367633
1.522,-0.023978203912234774
1.524,-0.02697406260469945
1.526,-0.029935817730348185
1.528,-0.032860886154820884
1.53,-0.03574673270615269
1.532,-0.038590873529508136
1.534,-0.04139087936958781
1.536,-0.04414437877607462
1.538,-0.04684906122760778
1.54,-0.04950268016988208
1.542,-0.052103055963594304
1.544,-0.05464807873808616
1.546,-0.057135711146665755
1.548,-0.05956399101973397
1.55,-0.06193103391197716
1.552,-0.06423503554005237
1.554,-0.06647427410733198
1.556,-0.0686471125124464
1.558,-0.07075200043852153
1.56,-0.07278747632017996
1.562,-0.07475216918554922
1.564,-0.07664480037069374
1.566,-0.07846418510407498
1.568,-0.0802092339588199
1.57,-0.08187895417077594
1.572,-0.0834724508205108
1.574,-0.08498892787761743
1.576,-0.08642768910587245
1.578,-0.08778813882800143
1.58,-0.08906978254899585
1.582,-0.09027222743713303
1.584,-0.0913951826620519
1.586,-0.09243845958943493
1.588,-0.09340197183205906
1.59,-0.09428573515717231
1.592,-0.09508986725036683
1.594,-0.09581458733631251
1.596,-0.09646021565692833
1.598,-0.09702717280776298
1.6,-0.09751597893356152
1.602,-0.09792725278419571
1.604,-0.09826171063232862
1.606,-0.09852016505438756
1.608,-0.09870352357660514
1.61,-0.098812787188089
1.612,-0.09884904872305929
1.614,-0.09881349111458776
1.616,-0.09870738552234874
1.618,-0.09853208933707244
1.62,-0.09828904406456779
1.622,-0.09797977309235016
1.624,-0.09760587934207775
1.6260000000000001,-0.09716904281116046
1.6280000000000001,-0.09667101800706479
1.6300000000000001,-0.09611363127798819
1.6320000000000001,-0.09549877804372466
1.6340000000000001,-0.09482841993068228
1.6360000000000001,-0.09410458181515441
1.6380000000000001,-0.09332934877907079
1.6400000000000001,-0.09250486298258007
1.6420000000000001,-0.09163332045793846
1.6440000000000001,-0.09071696782928061
1.6460000000000001,-0.08975809896296355
1.6480000000000001,-0.08875905155326724
1.6500000000000001,-0.08772220364832857
1.6520000000000001,-0.08664997012126792
1.6540000000000001,-0.08554479909155066
1.6560000000000001,-0.08440916830168893
1.6580000000000001,-0.08324558145445553
1.6600000000000001,-0.08205656451584178
1.6620000000000001,-0.08084466198902918
1.6640000000000001,-0.07961243316469548
1.666,-0.07836244835300478
1.668,-0.07709728510265448
1.67,-0.07581952441237608
1.672,-0.07453174694029081
1.674,-0.07323652921652635
1.676,-0.07193643986449923
1.678,-0.07063403583624711
1.68,-0.06933185866718057
1.682,-0.06803243075559738
1.684,-0.06673825167225834
1.686,-0.0654517945052899
1.688,-0.06417550224562339
1.69,-0.0629117842181226
1.692,-0.06166301256348611
1.694,-0.06043151877594256
1.696,-0.0592195903016688
1.698,-0.05802946720278215
1.7,-0.05686333889166119
1.702,-0.05572334094024593
1.704,-0.05461155196887015
1.706,-0.053529990619051435
1.708,-0.05248061261456043
1.71,-0.051465307914952886
1.712,-0.05048589796561935
1.714,-0.04954413304827449
1.716,-0.04864168973565909
1.718,-0.04778016845407929
1.72,-0.04696109115725958
1.722,-0.046185899114821946
1.724,-0.04545595081853955
1.726,-0.04477252000935214
1.728,-0.044136793827951076
1.73,-0.043549871091568236
1.732,-0.04301276069942581
1.734,-0.04252638016911739
1.736,-0.042091554306003774
1.738,-0.04170901400752178
1.74,-0.0413793952041074
1.742,-0.0411032379382416
1.744,-0.04088098558293218
1.746,-0.04071298420074343
1.748,-0.04059948204428679
1.75,-0.040540629198884535
1.752,-0.04053647736791468
1.754,-0.040586979801142856
1.756,-0.04069199136614363
1.758,-0.04085126876270813
1.76,-0.041064470879934076
1.762,-0.04133115929548783
1.764,-0.04165079891632759
1.766,-0.042022758759975506
1.768,-0.04244631287522458
1.77,-0.04292064140096837
1.772,-0.04344483176164693
1.774,-0.04401787999760337
1.776,-0.044638692228456095
1.778,-0.045306086247404447
1.78,-0.046018793244191884
1.782,-0.046775459654275146
1.784,-0.047574649131564443
1.786,-0.0484148446419225
1.788,-0.049294450674439716
1.79,-0.05021179556733767
1.792,-0.05116513394518311
1.794,-0.052152649263940296
1.796,-0.05317245646023972
1.798,-0.05422260470108117
1.8,-0.05530108023005764
1.802,-0.05640580930604421
1.804,-0.057534661230161696
1.806,-0.05868545145670154
1.808,-0.05985594478358268
1.81,-0.06104385861778822
1.812,-0.062246866311128586
1.814,-0.0634626005615828
1.816,-0.0646886568753609
1.818,-0.06592259708475838
1.82,-0.06716195291678859
1.822,-0.06840422960750271
1.824,-0.06964690955684441
1.826,-0.07088745601883543
1.828,-0.0721233168218214
1.83,-0.07335192811347845
1.832,-0.07457071812524382
1.834,-0.0757771109507942
1.836,-0.07696853033318923
1.838,-0.07814240345527933
1.84,-0.07929616472796777
1.842,-0.08042725957092388
1.844,-0.08153314818035996
1.846,-0.08261130927848717
1.848,-0.08365924383930641
1.85,-0.08467447878541934
1.852,-0.08565457065057677
1.854,-0.08659710920274256
1.856,-0.08749972102250048
1.858,-0.08836007303169335
1.86,-0.08917587596725496
1.862,-0.08994488779528031
1.864,-0.09066491706044867
1.866,-0.09133382616602002
1.868,-0.09194953457971987
1.87,-0.09251002196092384
1.872,-0.09301333120467786
1.874,-0.0934575713981999
1.8760000000000001,-0.0938409206856325
1.8780000000000001,-0.0941616290369509
1.8800000000000001,-0.09441802091706233
1.8820000000000001,-0.0946084978512736
1.8840000000000001,-0.09473154088345807
1.8860000000000001,-0.0947857129233946
1.8880000000000001,-0.09476966097991389
1.8900000000000001,-0.09468211827665513
1.8920000000000001,-0.09452190624738749
1.8940000000000001,-0.09428793640803819
1.8960000000000001,-0.09397921210273225
1.8980000000000001,-0.09359483012133411
1.9000000000000001,-0.09313398218615794
1.9020000000000001,-0.09259595630570745
1.9040000000000001,-0.09198013799348577
1.9060000000000001,-0.09128601135011077
1.9080000000000001,-0.09051316000717079
1.9100000000000001,-0.08966126793143979
1.9120000000000001,-0.08873012008828225
1.9140000000000001,-0.08771960296326746
1.9160000000000001,-0.08662970494122196
1.9180000000000001,-0.08546051654214386
1.92,-0.08421223051361372
1.922,-0.08288514177953316
1.924,-0.08147964724523206
1.926,-0.07999624545918331
1.928,-0.07843553613177451
1.93,-0.0767982195117829
1.932,-0.07508509562140318
1.934,-0.07329706335088373
1.936,-0.07143511941401537
1.938,-0.06950035716592806
1.94,-0.06749396528483292
1.942,-0.06541722631955062
1.944,-0.06327151510484987
1.946,-0.06105829704681598
1.948,-0.05877912628064161
1.95,-0.05643564370342745
1.952,-0.05402957488474817
1.954,-0.051562727857911245
1.956,-0.04903699079501744
1.958,-0.04645432956908202
1.96,-0.043816785206646225
1.962,-0.04112647123445902
1.964,-0.038385570923965565
1.966,-0.03559633443747079
